,user_id,item_id,rating
248,9,2228,5
249,9,8665,2
250,9,2903,5
251,9,8867,3
252,9,2849,1
253,9,7924,3
254,9,4394,2
255,9,4558,2
256,9,5689,2
257,9,8882,5
258,9,5922,1
259,9,5511,5
260,9,307,2
261,9,3331,1
262,9,8563,2
263,9,84,1
264,9,6763,4
265,9,5829,1
266,9,7931,1
267,9,8100,5
268,9,1165,2
269,9,8403,5
270,9,3875,3
271,9,9994,4
272,10,3140,4
273,10,827,1
274,10,9104,4
275,10,2216,4
276,10,7840,1
277,10,4841,1
278,10,778,2
279,10,4205,1
280,10,5849,4
281,10,2191,3
282,10,470,3
283,10,5066,1
284,10,2311,1
285,10,3215,1
286,10,5148,1
287,10,8516,4
288,10,851,5
289,10,3332,4
290,10,5966,3
291,10,6967,2
292,10,5790,2
293,10,8896,2
294,10,5574,3
295,10,8707,3
296,10,669,3
297,10,5493,3
298,10,2235,4
299,10,3043,4
300,10,4195,4
301,10,8450,4
302,10,9135,2
303,10,951,5
304,10,4613,3
305,10,2020,3
306,10,9028,4
307,10,3902,2
308,10,9293,1
309,10,4434,5
310,10,7918,2
311,10,8956,3
312,11,854,3
313,11,1078,5
314,11,6165,3
315,11,1447,3
316,11,2977,1
317,11,4379,4
318,11,8999,4
319,11,5190,4
320,11,1424,5
321,11,8411,5
322,11,7871,4
323,11,3355,5
324,11,1481,2
325,11,8099,2
326,11,5347,2
327,11,3795,5
328,11,8941,5
329,11,9669,1
330,11,4491,3
331,11,243,4
332,12,6295,2
333,12,3919,2
334,12,2061,5
335,12,30,5
336,12,488,3
337,12,9410,4
338,12,8915,5
339,12,4597,5
340,12,3171,3
341,12,4612,3
342,13,753,3
343,13,2002,2
344,13,4539,4
345,13,667,5
346,13,4178,4
347,13,9539,1
348,13,8521,1
349,13,9942,5
350,13,6732,4
351,13,2371,2
352,13,3155,1
353,13,2120,5
354,13,1702,2
355,13,3033,3
356,13,2772,4
357,13,1966,2
358,13,9005,3
359,13,9803,5
360,13,8810,3
361,13,9989,5
362,13,9499,2
363,13,4427,3
364,13,1638,5
365,13,6249,4
366,13,6412,1
367,13,9130,2
368,13,4045,2
369,13,4795,5
370,13,4788,1
371,13,2173,4
372,13,7655,2
373,13,429,1
374,13,1533,5
375,13,5140,5
376,13,7243,1
377,13,6499,1
378,13,8390,1
379,13,1091,3
380,13,8391,3
381,13,9717,1
382,13,6157,1
383,13,2344,2
384,14,7332,2
385,14,1678,1
386,14,1752,5
387,14,4988,1
388,14,807,2
389,14,6371,4
390,14,6978,3
391,14,9798,5
392,14,8038,5
393,14,1276,2
394,14,5733,3
395,14,2352,1
396,14,7480,1
397,14,6777,5
398,14,5130,5
399,14,4336,1
400,14,2765,5
401,14,4603,5
402,14,3761,3
403,14,4772,5
404,14,2856,1
405,14,9075,3
406,14,8915,1
407,14,1704,4
408,14,1572,2
409,14,4127,2
410,14,3723,1
411,14,3717,2
412,14,3737,1
413,14,8593,3
414,14,2761,2
415,14,5161,4
416,14,2148,1
417,15,4694,5
418,15,1984,5
419,15,4013,2
420,15,2449,2
421,15,6545,2
422,15,8990,3
423,15,2717,2
424,15,3778,3
425,15,8634,1
426,15,3108,2
427,15,7918,1
428,15,7076,1
429,15,4115,2
430,15,3665,4
431,15,3892,4
432,16,674,4
433,16,3926,3
434,16,9322,2
435,16,5859,5
436,16,6220,2
437,16,3685,3
438,16,5639,4
439,16,7352,4
440,16,6102,3
441,16,9604,4
442,16,6170,3
443,16,890,3
444,16,4537,2
445,16,8045,4
446,16,4080,1
447,16,794,2
448,16,8691,5
449,16,5482,1
450,16,7246,5
451,16,8581,3
452,16,7226,5
453,16,6353,2
454,16,7105,2
455,16,4656,4
456,16,2457,5
457,16,4870,5
458,16,1296,4
459,16,9514,3
460,16,7073,1
461,16,4670,5
462,16,6164,2
463,16,3747,2
464,16,6327,2
465,16,4680,2
466,16,8154,4
467,16,2117,1
468,16,2313,4
469,16,6088,4
470,17,7095,4
471,17,6530,5
472,17,7349,3
473,17,8373,1
474,17,937,4
475,17,3124,2
476,17,2124,1
477,17,9611,1
478,17,2247,3
479,17,8123,4
480,17,4171,5
481,17,663,3
482,18,3785,1
483,18,1414,2
484,18,8119,1
485,18,9387,1
486,18,1854,1
487,18,7263,2
488,18,6273,1
489,18,8186,4
490,18,1194,1
491,18,4261,5
492,18,2953,4
493,18,7042,2
494,18,2217,3
495,18,3502,1
496,18,2408,1
497,18,4807,5
498,18,2750,4
499,18,3891,4
500,18,4478,5
501,18,5892,3
502,18,4996,5
503,18,7550,3
504,19,4617,4
505,19,1104,4
506,19,1249,2
507,19,9766,3
508,19,8577,4
509,19,1069,1
510,19,8038,4
511,19,8347,4
512,19,7370,3
513,19,7669,2
514,19,1216,4
515,19,6866,3
516,19,8175,1
517,19,7831,3
518,19,3341,5
519,19,8270,4
520,19,5218,4
521,19,1973,5
522,19,438,3
523,19,9970,4
524,19,4936,1
525,19,1410,4
526,19,3735,4
527,19,5013,1
528,19,9769,3
529,19,868,4
530,20,6855,1
531,20,120,5
532,20,2780,3
533,20,3508,1
534,20,3643,2
535,20,7537,4
536,20,5905,3
537,20,682,3
538,20,5565,2
539,20,5767,4
540,20,6025,2
541,20,7506,2
542,20,1443,3
543,20,4336,3
544,20,8013,1
545,20,8534,1
546,20,4903,2
547,20,6744,3
548,20,4385,1
549,20,42,4
550,20,7281,3
551,20,9166,1
552,21,6215,5
553,21,408,5
554,21,1666,1
555,21,5584,3
556,21,9784,2
557,21,8411,3
558,21,2928,5
559,21,1022,3
560,21,9482,5
561,21,5130,1
562,21,2608,2
563,21,5985,3
564,21,4177,4
565,22,1042,3
566,22,2919,5
567,22,7932,1
568,22,4453,2
569,22,6633,3
570,22,1098,1
571,22,7051,5
572,22,8337,5
573,22,684,5
574,22,8439,5
575,22,7521,3
576,22,765,4
577,22,9763,4
578,22,3383,5
579,22,7007,4
580,22,7475,3
581,22,997,3
582,22,9826,4
583,22,9308,5
584,22,1232,4
585,22,5574,1
586,22,9637,1
587,22,8075,5
588,22,4119,1
589,22,9627,4
590,22,1612,5
591,22,4165,4
592,22,964,5
593,22,1693,5
594,22,6903,4
595,22,2529,2
596,23,1728,3
597,23,7851,2
598,23,7746,5
599,23,7594,2
600,23,4947,2
601,23,5032,1
602,23,7582,4
603,23,348,1
604,23,3045,2
605,23,2378,4
606,23,5753,5
607,23,3297,3
608,23,9876,3
609,23,7557,1
610,23,7682,4
611,23,4081,5
612,23,3408,5
613,23,8650,3
614,23,3425,3
615,23,711,4
616,23,411,1
617,23,4730,1
618,23,8900,4
619,23,9243,2
620,23,2448,5
621,23,2050,3
622,24,5709,4
623,24,3776,2
624,24,2686,3
625,24,7999,2
626,24,9896,2
627,24,9379,5
628,24,706,2
629,24,7975,5
630,24,1529,1
631,24,7904,3
632,24,7261,3
633,24,9059,4
634,24,4586,4
635,24,6915,5
636,24,5070,5
637,24,2884,1
638,24,2037,2
639,24,2853,5
640,24,4622,3
641,24,8065,1
642,24,9300,3
643,24,3308,3
644,24,6093,5
645,24,5519,2
646,24,2675,2
647,24,3454,4
648,24,2895,2
649,24,9471,5
650,24,4384,3
651,24,2131,2
652,25,863,2
653,25,7791,5
654,25,9530,2
655,25,812,5
656,25,7461,3
657,25,6678,4
658,25,9233,4
659,25,8510,3
660,25,5430,1
661,25,3614,4
662,25,5501,1
663,25,4217,2
664,25,3932,1
665,25,6563,2
666,25,1621,1
667,25,4794,5
668,25,2127,3
669,25,8586,4
670,25,6742,5
671,25,4628,3
672,25,121,1
673,25,8509,1
674,25,9701,3
675,25,2525,4
676,25,2687,2
677,25,4895,4
678,25,1529,2
679,25,2829,3
680,25,4343,2
681,25,5341,3
682,25,7487,2
683,25,9843,1
684,25,5667,2
685,25,4823,1
686,25,3867,5
687,26,3448,2
688,26,6637,1
689,26,3270,5
690,26,6812,1
691,26,2853,3
692,26,8410,4
693,26,6357,5
694,26,4131,3
695,26,7497,1
696,26,345,4
697,26,8678,5
698,26,1982,4
699,26,7,4
700,26,8115,2
701,26,5595,3
702,26,473,3
703,26,4822,4
704,26,4623,3
705,26,8223,2
706,26,2119,1
707,26,141,5
708,26,673,2
709,26,9573,2
710,26,3998,3
711,26,4644,1
712,26,9146,2
713,26,4885,3
714,26,678,4
715,26,9485,3
716,26,6028,3
717,26,1956,2
718,26,4587,1
719,26,1141,5
720,26,7314,5
721,26,2848,2
722,26,654,2
723,26,8708,5
724,27,530,2
725,27,7413,3
726,27,3585,5
727,27,2031,3
728,27,1282,4
729,27,5728,5
730,27,1793,1
731,27,2204,2
732,27,4758,4
733,27,2643,1
734,27,4506,4
735,27,7929,3
736,27,3787,5
737,27,4917,1
738,27,5658,2
739,27,8961,1
740,27,7422,5
741,27,6879,4
742,27,798,2
743,27,8849,3
744,27,4395,5
745,27,281,5
746,27,9147,2
747,27,3693,5
748,27,5674,2
749,27,2423,1
750,27,7635,2
751,27,6655,3
752,27,1693,1
753,27,9652,4
754,27,7992,3
755,27,7948,4
756,27,1995,5
757,27,5743,3
758,27,753,4
759,27,8829,1
760,27,1735,1
761,27,862,4
762,27,1397,3
763,27,3979,2
764,27,2975,4
765,27,4847,1
766,28,8070,5
767,28,4743,4
768,28,936,3
769,28,8623,3
770,28,9443,1
771,28,5970,1
772,28,8594,2
773,28,7496,3
774,28,643,2
775,28,7800,1
776,28,4986,2
777,28,3211,3
778,28,5162,5
779,28,2038,1
780,28,1864,2
781,28,6895,1
782,28,3333,4
783,28,3949,3
784,28,5468,4
785,28,309,5
786,28,1793,5
787,28,2342,4
788,28,2738,3
789,28,2165,1
790,28,9693,3
791,28,8827,1
792,28,2130,1
793,28,7848,5
794,28,2607,1
795,28,1303,3
796,28,2430,1
797,28,4224,1
798,28,9701,5
799,28,8266,3
800,28,3487,2
801,28,3876,3
802,28,5850,3
803,28,7150,2
804,28,4880,5
805,28,8455,1
806,28,3399,1
807,28,7712,2
808,28,5659,4
809,28,2244,2
810,28,8735,5
811,28,4238,5
812,28,5752,4
813,28,2519,4
814,28,8749,3
815,29,4609,5
816,29,5644,1
817,29,4702,1
818,29,5055,3
819,29,3438,5
820,29,4749,5
821,29,6086,4
822,29,3047,3
823,29,3220,2
824,29,323,5
825,29,6161,3
826,29,5622,5
827,29,2882,4
828,29,3439,1
829,29,3613,3
830,29,2970,5
831,29,537,2
832,29,5985,4
833,29,2977,2
834,29,1581,1
835,29,5360,2
836,29,6546,1
837,29,2083,2
838,29,6272,3
839,29,3888,3
840,29,8125,5
841,29,4680,5
842,29,1064,5
843,29,8222,3
844,29,5301,3
845,29,7633,2
846,29,3114,2
847,29,5415,2
848,30,2795,3
849,30,3405,4
850,30,6204,2
851,30,4478,5
852,30,9895,3
853,30,3758,2
854,30,4470,3
855,30,6646,5
856,30,3745,2
857,30,2924,5
858,30,4647,5
859,30,502,4
860,30,7816,3
861,31,4538,4
862,31,4622,5
863,31,1759,4
864,31,7537,4
865,31,5049,4
866,31,3015,4
867,31,2141,5
868,31,499,3
869,31,3379,2
870,31,5388,5
871,31,1263,2
872,31,6000,4
873,31,440,5
874,31,1264,5
875,31,2211,2
876,31,4816,1
877,31,4801,2
878,32,1623,5
879,32,1024,3
880,32,6279,1
881,32,6950,2
882,32,634,1
883,32,247,5
884,32,6418,5
885,32,9727,4
886,32,7590,3
887,32,4533,3
888,32,2116,5
889,32,8494,4
890,32,6876,2
891,32,4507,5
892,32,2351,1
893,32,6952,3
894,32,5255,1
895,32,5826,1
896,32,2023,3
897,32,4996,1
898,32,8179,4
899,33,563,1
900,33,4748,2
901,33,3977,2
902,33,7961,2
903,33,2016,3
904,33,6690,3
905,33,9902,1
906,33,4977,1
907,33,8551,2
908,33,2429,2
909,33,9547,2
910,33,4598,3
911,33,8578,2
912,33,8622,2
913,33,7263,1
914,33,4803,1
915,33,7146,5
916,33,5645,4
917,33,586,5
918,34,5402,5
919,34,9999,5
920,34,9985,4
921,34,5571,5
922,34,249,3
923,34,2292,5
924,34,4710,5
925,34,6745,4
926,34,3362,5
927,34,7229,3
928,34,1869,4
929,34,2381,2
930,34,1926,3
931,34,362,4
932,34,5580,1
933,34,9628,3
934,34,4733,3
935,35,6457,4
936,35,5180,5
937,35,6424,1
938,35,8338,4
939,35,7761,1
940,35,3041,4
941,35,6411,5
942,35,5580,1
943,35,7704,3
944,35,6706,2
945,35,1896,5
946,35,7630,3
947,35,3318,2
948,35,1181,4
949,35,5469,3
950,35,4378,3
951,35,1420,1
952,35,6317,1
953,35,1152,3
954,35,2847,3
955,35,786,3
956,35,9176,2
957,35,2135,1
958,35,9425,1
959,35,4964,3
960,35,7862,2
961,35,2205,5
962,35,2114,4
963,35,2620,4
964,35,8813,5
965,35,1190,4
966,35,9584,2
967,35,2196,3
968,35,9833,1
969,35,7396,4
970,35,7449,3
971,35,2009,3
972,35,290,4
973,35,407,3
974,35,251,3
975,35,1239,3
976,35,5950,3
977,35,2637,1
978,35,7703,5
979,35,8221,3
980,35,4671,5
981,35,4731,2
982,36,613,1
983,36,7064,5
984,36,2411,4
985,36,2645,4
986,36,7105,2
987,36,3036,2
988,36,973,5
989,36,9748,2
990,36,7612,1
991,36,6074,1
992,36,7569,5
993,36,1269,5
994,36,9920,4
995,36,4178,4
996,36,5195,5
997,36,8306,2
998,36,2984,4
999,36,423,3
1000,36,2074,1
1001,36,6277,4
1002,36,4593,4
1003,36,4258,4
1004,36,9162,4
1005,36,9805,4
1006,36,6347,4
1007,36,6604,5
1008,36,8512,1
1009,36,1011,4
1010,36,7511,2
1011,36,5255,1
1012,36,6550,1
1013,36,3044,2
1014,36,7235,3
1015,36,6489,3
1016,36,2691,5
1017,36,1665,3
1018,36,708,3
1019,36,2482,5
1020,36,2456,4
1021,36,262,2
1022,36,9658,3
1023,36,5969,1
1024,36,9099,4
1025,36,7154,1
1026,36,1019,3
1027,37,4019,2
1028,37,6151,4
1029,37,6451,2
1030,37,6171,2
1031,37,7937,4
1032,37,7180,2
1033,37,3054,4
1034,37,2032,4
1035,37,6301,5
1036,37,4421,1
1037,37,2504,5
1038,37,3361,4
1039,37,3051,4
1040,37,1892,5
1041,37,2215,4
1042,37,8661,3
1043,37,484,2
1044,37,2128,3
1045,37,2571,3
1046,38,2214,4
1047,38,6257,2
1048,38,4038,2
1049,38,4525,4
1050,38,2108,1
1051,38,402,3
1052,38,1831,1
1053,38,1719,5
1054,38,1450,2
1055,38,7282,5
1056,38,1298,4
1057,38,2237,2
1058,38,8206,4
1059,38,7878,4
1060,38,6181,1
1061,39,5927,2
1062,39,5500,2
1063,39,6197,4
1064,39,5182,4
1065,39,2165,4
1066,39,4863,4
1067,39,3265,1
1068,39,9991,3
1069,39,9132,1
1070,39,1534,3
1071,39,9121,5
1072,39,6839,1
1073,39,7197,2
1074,39,898,3
1075,39,2958,1
1076,39,8173,1
1077,39,4689,5
1078,39,8489,5
1079,39,8941,1
1080,39,897,5
1081,39,2831,2
1082,39,4875,3
1083,39,2618,4
1084,39,7965,3
1085,39,7055,5
1086,39,336,3
1087,39,1567,2
1088,39,7720,5
1089,40,4634,5
1090,40,8855,2
1091,40,2892,1
1092,40,8557,2
1093,40,6039,3
1094,40,9616,3
1095,40,5191,4
1096,40,1253,3
1097,40,9845,2
1098,40,4922,2
1099,40,3255,5
1100,40,4484,3
1101,40,7796,4
1102,40,7920,3
1103,40,2859,5
1104,40,3129,5
1105,40,3919,5
1106,40,7176,3
1107,40,3818,1
1108,40,5985,5
1109,40,611,1
1110,40,9553,2
1111,40,5096,5
1112,40,4967,5
1113,40,7301,3
1114,40,3060,1
1115,40,6603,2
1116,40,498,2
1117,40,121,4
1118,40,9301,5
1119,40,5159,4
1120,40,88,2
1121,40,4848,1
1122,41,8340,1
1123,41,6928,4
1124,41,9081,4
1125,41,3713,5
1126,41,762,1
1127,41,9251,5
1128,41,5627,1
1129,41,3697,4
1130,41,9898,2
1131,41,7923,3
1132,41,4957,4
1133,41,4726,1
1134,41,1053,5
1135,41,5695,1
1136,41,9651,5
1137,41,5593,4
1138,41,3309,1
1139,41,3235,4
1140,41,6304,5
1141,41,6588,2
1142,41,358,1
1143,41,7082,2
1144,41,1230,4
1145,41,2072,5
1146,41,6143,2
1147,41,6248,5
1148,41,8733,3
1149,41,3770,1
1150,41,168,4
1151,41,9525,1
1152,41,4321,5
1153,41,568,4
1154,41,1572,5
1155,41,8175,3
1156,41,6735,2
1157,41,5934,5
1158,41,239,4
1159,41,1515,4
1160,41,4876,3
1161,41,4971,1
1162,41,3593,5
1163,41,1536,4
1164,42,136,3
1165,42,7211,4
1166,42,6104,5
1167,42,3499,3
1168,42,1785,1
1169,42,3992,2
1170,42,4432,3
1171,42,4049,3
1172,42,925,5
1173,42,8016,4
1174,42,1243,4
1175,42,8454,4
1176,42,2139,3
1177,42,2692,1
1178,42,1872,4
1179,42,3174,4
1180,42,6089,3
1181,42,9854,5
1182,42,3198,1
1183,42,6535,5
1184,42,6713,2
1185,42,9222,3
1186,42,7500,5
1187,42,7806,1
1188,42,7135,4
1189,42,6880,5
1190,42,8101,5
1191,42,5916,4
1192,42,1408,5
1193,42,2584,2
1194,42,5534,3
1195,42,8890,4
1196,42,3592,3
1197,42,6326,2
1198,42,5563,5
1199,43,3168,2
1200,43,6534,2
1201,43,5935,1
1202,43,638,5
1203,43,3454,3
1204,43,3271,2
1205,43,7158,2
1206,43,2029,1
1207,43,2738,1
1208,43,8356,5
1209,44,4966,2
1210,44,9187,5
1211,44,9973,4
1212,44,6690,3
1213,44,686,5
1214,44,1640,3
1215,44,1600,5
1216,44,3712,2
1217,44,9876,2
1218,44,183,5
1219,44,3606,2
1220,44,6017,5
1221,44,3731,2
1222,44,7601,5
1223,44,814,4
1224,44,4269,1
1225,44,6843,3
1226,44,8594,5
1227,45,4981,5
1228,45,7458,4
1229,45,8394,1
1230,45,9845,5
1231,45,1125,5
1232,45,5898,1
1233,45,8687,5
1234,45,7475,4
1235,45,1659,5
1236,45,101,4
1237,45,2687,2
1238,45,1669,4
1239,45,5589,1
1240,45,4929,4
1241,45,396,5
1242,45,6264,5
1243,45,3288,3
1244,45,4886,1
1245,45,9739,5
1246,45,1999,5
1247,45,8944,1
1248,45,5499,2
1249,45,894,5
1250,45,3135,5
1251,45,4594,4
1252,45,1050,5
1253,45,3236,2
1254,45,1150,5
1255,45,2977,2
1256,46,8445,5
1257,46,2088,2
1258,46,6950,1
1259,46,6472,4
1260,46,8834,5
1261,46,4306,1
1262,46,7135,3
1263,46,6007,4
1264,46,2540,5
1265,46,501,5
1266,46,4308,4
1267,46,6894,2
1268,46,7609,3
1269,46,5744,2
1270,46,2225,3
1271,46,7289,4
1272,46,7215,5
1273,46,7753,3
1274,46,8061,4
1275,46,9471,3
1276,46,9965,4
1277,46,7155,4
1278,47,6103,1
1279,47,7918,2
1280,47,1476,4
1281,47,1225,5
1282,47,1208,4
1283,47,5401,1
1284,47,6720,5
1285,47,7206,4
1286,47,8909,1
1287,47,285,3
1288,47,9886,5
1289,47,8105,5
1290,47,8600,3
1291,47,9423,1
1292,48,2607,3
1293,48,1588,1
1294,48,1160,5
1295,48,255,4
1296,48,2340,2
1297,48,3519,5
1298,48,3866,1
1299,48,8134,5
1300,48,7940,4
1301,48,3794,5
1302,48,308,1
1303,48,209,5
1304,48,2793,2
1305,48,9897,2
1306,48,2895,2
1307,48,3440,3
1308,48,5658,5
1309,48,8891,1
1310,48,6205,5
1311,48,6434,1
1312,48,8633,2
1313,48,1765,2
1314,48,5083,3
1315,48,7517,2
1316,48,4903,1
1317,48,1528,3
1318,48,9362,1
1319,48,9285,2
1320,48,3384,5
1321,48,6185,2
1322,48,9883,2
1323,48,6150,3
1324,48,5673,4
1325,48,7545,3
1326,48,4320,5
1327,48,2806,3
1328,48,3280,2
1329,48,2409,4
1330,48,1510,2
1331,48,5474,5
1332,48,6109,2
1333,48,7850,3
1334,48,5169,4
1335,48,6571,2
1336,48,4976,2
1337,48,1482,3
1338,48,6727,5
1339,48,2714,2
1340,48,851,1
1341,49,4389,4
1342,49,6841,3
1343,49,7376,5
1344,49,6986,2
1345,49,7970,2
1346,49,1897,4
1347,49,3881,5
1348,49,5813,4
1349,49,2072,1
1350,49,3055,4
1351,49,3569,1
1352,49,9801,5
1353,49,399,5
1354,49,1068,4
1355,49,7589,5
1356,49,8737,1
1357,49,1910,2
1358,49,3219,4
1359,49,3095,5
1360,49,3131,2
1361,49,9940,4
1362,49,8265,5
1363,49,4226,2
1364,49,743,5
1365,49,2551,3
1366,49,2307,2
1367,49,103,1
1368,49,620,1
1369,49,3313,3
1370,49,1328,4
1371,49,7746,5
1372,49,1390,4
1373,49,3797,4
1374,49,2280,2
1375,49,1591,4
1376,50,3685,5
1377,50,3674,4
1378,50,1994,1
1379,50,2973,4
1380,50,935,2
1381,50,2006,2
1382,50,6276,3
1383,50,3620,5
1384,50,987,3
1385,50,6851,4
1386,50,6334,5
1387,50,3805,5
1388,50,3940,3
1389,50,8724,1
1390,50,2774,2
1391,50,5309,2
1392,50,7801,2
1393,50,1593,5
1394,50,4928,4
1395,50,7246,2
1396,50,2131,5
1397,50,8095,1
1398,50,2920,1
1399,50,192,4
1400,50,811,2
1401,50,8607,1
1402,50,6649,4
1403,50,4440,3
1404,50,7808,5
1405,50,1130,1
1406,50,258,3
1407,50,9225,3
1408,50,1560,2
1409,50,3819,3
1410,50,3262,3
1411,50,5445,4
1412,50,7509,2
1413,50,5990,1
1414,50,8529,4
1415,50,9404,2
1416,51,4907,1
1417,51,9157,2
1418,51,3326,4
1419,51,1820,2
1420,51,8746,1
1421,51,8482,3
1422,51,113,2
1423,51,5177,5
1424,51,7903,3
1425,51,516,2
1426,51,4925,1
1427,51,519,1
1428,51,6145,2
1429,51,1458,3
1430,51,8813,1
1431,51,8978,2
1432,51,2255,2
1433,51,8926,1
1434,51,8332,5
1435,51,9553,3
1436,51,7525,4
1437,51,4161,3
1438,51,5879,1
1439,51,61,3
1440,51,9213,3
1441,51,8948,3
1442,51,2816,4
1443,51,7849,1
1444,51,2906,2
1445,51,7763,3
1446,51,3721,2
1447,51,3373,2
1448,51,6836,2
1449,51,7823,4
1450,51,7578,2
1451,51,7464,4
1452,51,5981,1
1453,51,9140,5
1454,51,8995,5
1455,51,4603,1
1456,51,4019,1
1457,51,3087,1
1458,51,775,3
1459,51,8397,4
1460,51,2360,2
1461,51,7011,2
1462,51,9792,1
1463,51,1361,2
1464,51,489,2
1465,51,2843,4
1466,52,3882,2
1467,52,1770,3
1468,52,2752,2
1469,52,1476,3
1470,52,7765,5
1471,52,4803,4
1472,52,3654,2
1473,52,4064,2
1474,52,4909,4
1475,52,1033,1
1476,52,29,2
1477,52,5489,5
1478,52,7958,2
1479,52,8616,5
1480,52,3377,2
1481,52,3170,5
1482,52,1975,1
1483,52,2249,4
1484,52,3309,4
1485,52,396,1
1486,52,9144,3
1487,52,2917,1
1488,52,9381,1
1489,52,2466,5
1490,52,295,2
1491,52,8560,1
1492,52,2688,3
1493,52,1617,3
1494,52,3871,1
1495,52,3503,1
1496,52,9278,1
1497,52,7306,4
1498,52,7576,5
1499,52,2539,1
1500,53,9434,5
1501,53,5619,3
1502,53,696,4
1503,53,200,1
1504,53,6694,4
1505,53,7527,5
1506,53,3998,3
1507,53,2629,1
1508,53,6302,3
1509,53,6570,3
1510,53,3078,3
1511,53,619,5
